Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  291282/291282      __gnu_cxx::__aligned_membuf<std::pair<int const, Promoter*> >::__aligned_membuf() [371]
                0.00    0.00  288461/852031      std::_Rb_tree_node_base::_Rb_tree_node_base() [351]
-----------------------------------------------
                0.00    0.00    8866/278663      ExpManager::compute_RNA(int) [101]
                0.00    0.00  269797/278663      ExpManager::opt_prom_compute_RNA(int) [10]
[375]    0.0    0.00    0.00  278663         std::fabs(float) [375]
-----------------------------------------------
                0.00    0.00    8866/264464      std::set<int, std::less<int>, std::allocator<int> >::lower_bound(int const&) [285]
                0.00    0.00  255598/264464      std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&) [388]
[376]    0.0    0.00    0.00  264464         std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<int> const&) [376]
-----------------------------------------------
                0.00    0.00  255598/255598      std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::deallocate(std::allocator<std::_Rb_tree_node<int> >&, std::_Rb_tree_node<int>*, unsigned long) [383]
[377]    0.0    0.00    0.00  255598         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::deallocate(std::_Rb_tree_node<int>*, unsigned long) [377]
-----------------------------------------------
                0.00    0.00  255598/255598      void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::destroy<int>(std::allocator<std::_Rb_tree_node<int> >&, int*) [384]
[378]    0.0    0.00    0.00  255598         void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::destroy<int>(int*) [378]
-----------------------------------------------
                0.00    0.00  255598/255598      std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::allocate(std::allocator<std::_Rb_tree_node<int> >&, unsigned long) [385]
[379]    0.0    0.00    0.00  255598         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [379]
                0.00    0.00  255598/255598      __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::max_size() const [381]
-----------------------------------------------
                0.00    0.00  255598/255598      std::_Rb_tree_node<int>::_Rb_tree_node() [382]
[380]    0.0    0.00    0.00  255598         __gnu_cxx::__aligned_membuf<int>::__aligned_membuf() [380]
-----------------------------------------------
                0.00    0.00  255598/255598      __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [379]
[381]    0.0    0.00    0.00  255598         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::max_size() const [381]
-----------------------------------------------
                0.00    0.00  255598/255598      void std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_construct_node<int const&>(std::_Rb_tree_node<int>*, int const&) [268]
[382]    0.0    0.00    0.00  255598         std::_Rb_tree_node<int>::_Rb_tree_node() [382]
                0.00    0.00  255598/852031      std::_Rb_tree_node_base::_Rb_tree_node_base() [351]
                0.00    0.00  255598/255598      __gnu_cxx::__aligned_membuf<int>::__aligned_membuf() [380]
-----------------------------------------------
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_put_node(std::_Rb_tree_node<int>*) [390]
[383]    0.0    0.00    0.00  255598         std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::deallocate(std::allocator<std::_Rb_tree_node<int> >&, std::_Rb_tree_node<int>*, unsigned long) [383]
                0.00    0.00  255598/255598      __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::deallocate(std::_Rb_tree_node<int>*, unsigned long) [377]
-----------------------------------------------
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_destroy_node(std::_Rb_tree_node<int>*) [392]
[384]    0.0    0.00    0.00  255598         void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::destroy<int>(std::allocator<std::_Rb_tree_node<int> >&, int*) [384]
                0.00    0.00  255598/255598      void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::destroy<int>(int*) [378]
-----------------------------------------------
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_node() [206]
[385]    0.0    0.00    0.00  255598         std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::allocate(std::allocator<std::_Rb_tree_node<int> >&, unsigned long) [385]
                0.00    0.00  255598/255598      __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [379]
-----------------------------------------------
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [108]
[386]    0.0    0.00    0.00  255598         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&) [386]
                0.00    0.00  255598/255598      std::_Rb_tree_node<int>*& std::forward<std::_Rb_tree_node<int>*&>(std::remove_reference<std::_Rb_tree_node<int>*&>::type&) [393]
                0.00    0.00  255598/1002409     std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [349]
-----------------------------------------------
                0.00    0.00  255598/255598      std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int const&>(int const&) [85]
[387]    0.0    0.00    0.00  255598         std::pair<std::_Rb_tree_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>, bool, true>(std::_Rb_tree_iterator<int>&&, bool&&) [387]
                0.00    0.00  255598/255598      std::_Rb_tree_iterator<int>&& std::forward<std::_Rb_tree_iterator<int> >(std::remove_reference<std::_Rb_tree_iterator<int> >::type&) [396]
                0.00    0.00  255598/255598      bool&& std::forward<bool>(std::remove_reference<bool>::type&) [397]
-----------------------------------------------
                0.00    0.00  255598/255598      std::set<int, std::less<int>, std::allocator<int> >::insert(int const&) [84]
[388]    0.0    0.00    0.00  255598         std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&) [388]
                0.00    0.00  255598/255598      std::_Rb_tree_iterator<int>& std::forward<std::_Rb_tree_iterator<int>&>(std::remove_reference<std::_Rb_tree_iterator<int>&>::type&) [394]
                0.00    0.00  255598/264464      std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<int> const&) [376]
                0.00    0.00  255598/255598      bool& std::forward<bool&>(std::remove_reference<bool&>::type&) [395]
-----------------------------------------------
                0.00    0.00  255598/255598      std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int const&>(int const&) [85]
[389]    0.0    0.00    0.00  255598         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node::_Alloc_node(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >&) [389]
-----------------------------------------------
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_drop_node(std::_Rb_tree_node<int>*) [391]
[390]    0.0    0.00    0.00  255598         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_put_node(std::_Rb_tree_node<int>*) [390]
                0.00    0.00  255598/1022392     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() [348]
                0.00    0.00  255598/255598      std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::deallocate(std::allocator<std::_Rb_tree_node<int> >&, std::_Rb_tree_node<int>*, unsigned long) [383]
-----------------------------------------------
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) [476]
[391]    0.0    0.00    0.00  255598         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_drop_node(std::_Rb_tree_node<int>*) [391]
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_destroy_node(std::_Rb_tree_node<int>*) [392]
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_put_node(std::_Rb_tree_node<int>*) [390]
-----------------------------------------------
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_drop_node(std::_Rb_tree_node<int>*) [391]
[392]    0.0    0.00    0.00  255598         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_destroy_node(std::_Rb_tree_node<int>*) [392]
                0.00    0.00  255598/511196      std::_Rb_tree_node<int>::_M_valptr() [359]
                0.00    0.00  255598/1022392     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() [348]
                0.00    0.00  255598/255598      void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::destroy<int>(std::allocator<std::_Rb_tree_node<int> >&, int*) [384]
-----------------------------------------------
                0.00    0.00  255598/255598      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&) [386]
[393]    0.0    0.00    0.00  255598         std::_Rb_tree_node<int>*& std::forward<std::_Rb_tree_node<int>*&>(std::remove_reference<std::_Rb_tree_node<int>*&>::type&) [393]
-----------------------------------------------
                0.00    0.00  255598/255598      std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&) [388]
[394]    0.0    0.00    0.00  255598         std::_Rb_tree_iterator<int>& std::forward<std::_Rb_tree_iterator<int>&>(std::remove_reference<std::_Rb_tree_iterator<int>&>::type&) [394]
-----------------------------------------------
                0.00    0.00  255598/255598      std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&) [388]
[395]    0.0    0.00    0.00  255598         bool& std::forward<bool&>(std::remove_reference<bool&>::type&) [395]
-----------------------------------------------
                0.00    0.00  255598/255598      std::pair<std::_Rb_tree_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>, bool, true>(std::_Rb_tree_iterator<int>&&, bool&&) [387]
[396]    0.0    0.00    0.00  255598         std::_Rb_tree_iterator<int>&& std::forward<std::_Rb_tree_iterator<int> >(std::remove_reference<std::_Rb_tree_iterator<int> >::type&) [396]
-----------------------------------------------
                0.00    0.00  255598/255598      std::pair<std::_Rb_tree_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>, bool, true>(std::_Rb_tree_iterator<int>&&, bool&&) [387]
[397]    0.0    0.00    0.00  255598         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [397]
-----------------------------------------------
                0.00    0.00    7429/230543      void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [312]
                0.00    0.00   27371/230543      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [758]
                0.00    0.00  195743/230543      ExpManager::compute_protein(int) [121]
[398]    0.0    0.00    0.00  230543         std::vector<int, std::allocator<int> >::size() const [398]
-----------------------------------------------
                0.00    0.00  190764/190764      std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long) [400]
[399]    0.0    0.00    0.00  190764         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::deallocate(std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long) [399]
-----------------------------------------------
                0.00    0.00  189269/189269      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, int> >*) [284]
[400]    0.0    0.00    0.00  189269         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long) [400]
                0.00    0.00  190764/190764      __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::deallocate(std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long) [399]
-----------------------------------------------
                0.00    0.00  186635/186635      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::destroy<std::pair<int const, int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*) [403]
[401]    0.0    0.00    0.00  186635         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::destroy<std::pair<int const, int> >(std::pair<int const, int>*) [401]
-----------------------------------------------
                0.00    0.00   85175/186466      std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr() [443]
                0.00    0.00  101291/186466      std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>&&) [168]
[402]    0.0    0.00    0.00  186466         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [402]
-----------------------------------------------
                0.00    0.00  184752/184752      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, int> >*) [241]
[403]    0.0    0.00    0.00  184752         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::destroy<std::pair<int const, int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*) [403]
                0.00    0.00  186635/186635      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::destroy<std::pair<int const, int> >(std::pair<int const, int>*) [401]
-----------------------------------------------
                0.00    0.00   11526/184604      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [69]
                0.00    0.00  173078/184604      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [161]
[404]    0.0    0.00    0.00  184604         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_left(std::_Rb_tree_node_base*) [404]
-----------------------------------------------
                0.00    0.00  182099/182099      std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long) [407]
[405]    0.0    0.00    0.00  182099         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::deallocate(std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long) [405]
-----------------------------------------------
                0.00    0.00  181319/181319      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::destroy<std::pair<int const, Promoter*> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::pair<int const, Promoter*>*) [409]
[406]    0.0    0.00    0.00  181319         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::destroy<std::pair<int const, Promoter*> >(std::pair<int const, Promoter*>*) [406]
-----------------------------------------------
                0.00    0.00  181257/181257      std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, Promoter*> >*) [408]
[407]    0.0    0.00    0.00  181257         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long) [407]
                0.00    0.00  182099/182099      __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::deallocate(std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long) [405]
-----------------------------------------------
                0.00    0.00  180933/180933      std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, Promoter*> >*) [291]
[408]    0.0    0.00    0.00  180933         std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, Promoter*> >*) [408]
                0.00    0.00  181257/181257      std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long) [407]
                0.00    0.00  181173/955344      std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_get_Node_allocator() [350]
-----------------------------------------------
                0.00    0.00  180324/180324      std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, Promoter*> >*) [290]
[409]    0.0    0.00    0.00  180324         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::destroy<std::pair<int const, Promoter*> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::pair<int const, Promoter*>*) [409]
                0.00    0.00  181319/181319      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::destroy<std::pair<int const, Promoter*> >(std::pair<int const, Promoter*>*) [406]
-----------------------------------------------
                0.00    0.00  179189/179189      bool __gnu_cxx::operator!=<RNA**, std::vector<RNA*, std::allocator<RNA*> > >(__gnu_cxx::__normal_iterator<RNA**, std::vector<RNA*, std::allocator<RNA*> > > const&, __gnu_cxx::__normal_iterator<RNA**, std::vector<RNA*, std::allocator<RNA*> > > const&) [442]
[410]    0.0    0.00    0.00  179189         __gnu_cxx::__normal_iterator<RNA**, std::vector<RNA*, std::allocator<RNA*> > >::base() const [410]
-----------------------------------------------
                0.00    0.00  160325/160325      std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [412]
[411]    0.0    0.00    0.00  160325         std::_Head_base<0ul, Threefry*, false>::_M_head(std::_Head_base<0ul, Threefry*, false> const&) [411]
-----------------------------------------------
                0.00    0.00  155706/155706      Threefry* const& std::__get_helper<0ul, Threefry*, std::default_delete<Threefry> >(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [415]
[412]    0.0    0.00    0.00  155706         std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [412]
                0.00    0.00  160325/160325      std::_Head_base<0ul, Threefry*, false>::_M_head(std::_Head_base<0ul, Threefry*, false> const&) [411]
-----------------------------------------------
                0.00    0.00  155368/155368      std::allocator<int>::allocator() [416]
[413]    0.0    0.00    0.00  155368         __gnu_cxx::new_allocator<int>::new_allocator() [413]
-----------------------------------------------
                0.00    0.00  153497/153497      std::unique_ptr<Threefry, std::default_delete<Threefry> >::get() const [208]
[414]    0.0    0.00    0.00  153497         std::tuple_element<0ul, std::tuple<Threefry*, std::default_delete<Threefry> > >::type const& std::get<0ul, Threefry*, std::default_delete<Threefry> >(std::tuple<Threefry*, std::default_delete<Threefry> > const&) [414]
                0.00    0.00  153343/153343      Threefry* const& std::__get_helper<0ul, Threefry*, std::default_delete<Threefry> >(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [415]
-----------------------------------------------
                0.00    0.00  153343/153343      std::tuple_element<0ul, std::tuple<Threefry*, std::default_delete<Threefry> > >::type const& std::get<0ul, Threefry*, std::default_delete<Threefry> >(std::tuple<Threefry*, std::default_delete<Threefry> > const&) [414]
[415]    0.0    0.00    0.00  153343         Threefry* const& std::__get_helper<0ul, Threefry*, std::default_delete<Threefry> >(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [415]
                0.00    0.00  155706/155706      std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [412]
-----------------------------------------------
                0.00    0.00  152133/152133      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [417]
[416]    0.0    0.00    0.00  152133         std::allocator<int>::allocator() [416]
                0.00    0.00  155368/155368      __gnu_cxx::new_allocator<int>::new_allocator() [413]
-----------------------------------------------
                0.00    0.00  150613/150613      std::_Vector_base<int, std::allocator<int> >::_Vector_base() [418]
[417]    0.0    0.00    0.00  150613         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [417]
                0.00    0.00  152133/152133      std::allocator<int>::allocator() [416]
-----------------------------------------------
                0.00    0.00  150065/150065      std::vector<int, std::allocator<int> >::vector() [419]
[418]    0.0    0.00    0.00  150065         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [418]
                0.00    0.00  150613/150613      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [417]
-----------------------------------------------
                0.00    0.00  148355/148355      RNA::RNA(int, int, double, int) [420]
[419]    0.0    0.00    0.00  148355         std::vector<int, std::allocator<int> >::vector() [419]
                0.00    0.00  150065/150065      std::_Vector_base<int, std::allocator<int> >::_Vector_base() [418]
-----------------------------------------------
                0.00    0.00    8866/146795      ExpManager::compute_RNA(int) [101]
                0.00    0.00  137929/146795      ExpManager::opt_prom_compute_RNA(int) [10]
[420]    0.0    0.00    0.00  146795         RNA::RNA(int, int, double, int) [420]
                0.00    0.00  148355/148355      std::vector<int, std::allocator<int> >::vector() [419]
-----------------------------------------------
                0.00    0.00  128116/128116      std::allocator<std::_List_node<MutationEvent*> >::allocator() [427]
[421]    0.0    0.00    0.00  128116         __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::new_allocator() [421]
-----------------------------------------------
                0.00    0.00  126726/126726      DnaMutator::~DnaMutator() [62]
[422]    0.0    0.00    0.00  126726         std::_List_iterator<MutationEvent*>::operator!=(std::_List_iterator<MutationEvent*> const&) const [422]
-----------------------------------------------
                0.00    0.00  125914/125914      std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_List_impl::~_List_impl() [424]
[423]    0.0    0.00    0.00  125914         std::allocator<std::_List_node<MutationEvent*> >::~allocator() [423]
                0.00    0.00  124803/124803      __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::~new_allocator() [425]
-----------------------------------------------
                0.00    0.00  125353/125353      std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::~_List_base() [249]
[424]    0.0    0.00    0.00  125353         std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_List_impl::~_List_impl() [424]
                0.00    0.00  125914/125914      std::allocator<std::_List_node<MutationEvent*> >::~allocator() [423]
-----------------------------------------------
                0.00    0.00  124803/124803      std::allocator<std::_List_node<MutationEvent*> >::~allocator() [423]
[425]    0.0    0.00    0.00  124803         __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::~new_allocator() [425]
-----------------------------------------------
                0.00    0.00  122634/122634      std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_List_base() [253]
[426]    0.0    0.00    0.00  122634         std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_List_impl::_List_impl() [426]
                0.00    0.00  121475/121475      std::allocator<std::_List_node<MutationEvent*> >::allocator() [427]
-----------------------------------------------
                0.00    0.00  121475/121475      std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_List_impl::_List_impl() [426]
[427]    0.0    0.00    0.00  121475         std::allocator<std::_List_node<MutationEvent*> >::allocator() [427]
                0.00    0.00  128116/128116      __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::new_allocator() [421]
-----------------------------------------------
                0.00    0.00  105892/105892      void std::advance<std::_Rb_tree_iterator<std::pair<int const, Promoter*> >, long>(std::_Rb_tree_iterator<std::pair<int const, Promoter*> >&, long) [210]
[428]    0.0    0.00    0.00  105892         std::iterator_traits<std::_Rb_tree_iterator<std::pair<int const, Promoter*> > >::iterator_category std::__iterator_category<std::_Rb_tree_iterator<std::pair<int const, Promoter*> > >(std::_Rb_tree_iterator<std::pair<int const, Promoter*> > const&) [428]
-----------------------------------------------
                0.00    0.00  105840/105840      void std::advance<std::_Rb_tree_iterator<std::pair<int const, Promoter*> >, long>(std::_Rb_tree_iterator<std::pair<int const, Promoter*> >&, long) [210]
[429]    0.0    0.00    0.00  105840         void std::__advance<std::_Rb_tree_iterator<std::pair<int const, Promoter*> >, long>(std::_Rb_tree_iterator<std::pair<int const, Promoter*> >&, long, std::bidirectional_iterator_tag) [429]
                0.00    0.00  105641/404099      std::_Rb_tree_iterator<std::pair<int const, Promoter*> >::operator++() [360]
-----------------------------------------------
                0.00    0.00    9110/103671      void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [312]
                0.00    0.00   94561/103671      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [441]
[430]    0.0    0.00    0.00  103671         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [430]
                0.00    0.00    6405/6405        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [712]
-----------------------------------------------
                0.00    0.00   16949/103527      void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [312]
                0.00    0.00   86578/103527      std::vector<int, std::allocator<int> >::~vector() [211]
[431]    0.0    0.00    0.00  103527         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [431]
-----------------------------------------------
                0.00    0.00   99165/99165       std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>&&) [65]
[432]    0.0    0.00    0.00   99165         std::remove_reference<std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>&>::type&& std::move<std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>&>(std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>&) [432]
-----------------------------------------------
                0.00    0.00   97065/97065       void std::_Destroy<int*>(int*, int*) [435]
[433]    0.0    0.00    0.00   97065         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [433]
-----------------------------------------------
