Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00   39349/39349       std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, unsigned long) [376]
[370]    0.0    0.00    0.00   39349         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::allocate(unsigned long, void const*) [370]
                0.00    0.00   39116/39116       __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::max_size() const [373]
-----------------------------------------------
                0.00    0.00   39200/39200       __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::allocate(unsigned long, void const*) [378]
[371]    0.0    0.00    0.00   39200         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::max_size() const [371]
-----------------------------------------------
                0.00    0.00   39190/39190       std::_Rb_tree_node<std::pair<int const, Promoter*> >* std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [125]
[372]    0.0    0.00    0.00   39190         std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_get_node() [372]
                0.00    0.00   39422/315199      std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_get_Node_allocator() [256]
                0.00    0.00   38707/38707       std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, unsigned long) [376]
-----------------------------------------------
                0.00    0.00   39116/39116       __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::allocate(unsigned long, void const*) [370]
[373]    0.0    0.00    0.00   39116         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::max_size() const [373]
-----------------------------------------------
                0.00    0.00   39018/39018       std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [129]
[374]    0.0    0.00    0.00   39018         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_node() [374]
                0.00    0.00   38545/313628      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator() [259]
                0.00    0.00   38460/38460       std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, unsigned long) [379]
-----------------------------------------------
                0.00    0.00      23/38978       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::erase[abi:cxx11](std::_Rb_tree_iterator<std::pair<int const, int> >) [205]
                0.00    0.00   38955/38978       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [61]
[375]    0.0    0.00    0.00   38978         std::_Rb_tree_const_iterator<std::pair<int const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, int> > const&) [375]
-----------------------------------------------
                0.00    0.00   38707/38707       std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_get_node() [372]
[376]    0.0    0.00    0.00   38707         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, unsigned long) [376]
                0.00    0.00   39349/39349       __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::allocate(unsigned long, void const*) [370]
-----------------------------------------------
                0.00    0.00   38613/38613       Threefry::gen(unsigned long, Threefry::Phase) [384]
[377]    0.0    0.00    0.00   38613         Threefry::Gen::Gen(Threefry*, unsigned long, Threefry::Phase) [377]
                0.00    0.00   91971/8386480     r123array2x64::operator[](unsigned long) [225]
                0.00    0.00   29319/61014       std::vector<unsigned long long, std::allocator<unsigned long long> >::operator[](unsigned long) [358]
-----------------------------------------------
                0.00    0.00   38491/38491       std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, unsigned long) [379]
[378]    0.0    0.00    0.00   38491         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::allocate(unsigned long, void const*) [378]
                0.00    0.00   39200/39200       __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::max_size() const [371]
-----------------------------------------------
                0.00    0.00   38460/38460       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_node() [374]
[379]    0.0    0.00    0.00   38460         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, unsigned long) [379]
                0.00    0.00   38491/38491       __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::allocate(unsigned long, void const*) [378]
-----------------------------------------------
                0.00    0.00    7354/37930       std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::clear() [489]
                0.00    0.00    7681/37930       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::clear() [135]
                0.00    0.00    9747/37930       std::_Rb_tree_header::_Rb_tree_header() [454]
                0.00    0.00   13148/37930       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::clear() [433]
[380]    0.0    0.00    0.00   37930         std::_Rb_tree_header::_M_reset() [380]
-----------------------------------------------
                0.00    0.00   34438/34438       std::unique_ptr<Threefry, std::default_delete<Threefry> >::operator->() const [382]
[381]    0.0    0.00    0.00   34438         std::unique_ptr<Threefry, std::default_delete<Threefry> >::get() const [381]
                0.00    0.00   31440/31440       std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_ptr() const [386]
-----------------------------------------------
                0.00    0.00     816/33701       Organism::Organism(ExpManager*, int, int) [13]
                0.00    0.00    1024/33701       ExpManager::run_evolution(int) [7]
                0.00    0.00   10743/33701       ExpManager::do_mutation(int) [57]
                0.00    0.00   21118/33701       ExpManager::selection(int) [32]
[382]    0.0    0.00    0.00   33701         std::unique_ptr<Threefry, std::default_delete<Threefry> >::operator->() const [382]
                0.00    0.00   34438/34438       std::unique_ptr<Threefry, std::default_delete<Threefry> >::get() const [381]
-----------------------------------------------
                0.00    0.00   32102/32102       std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [388]
[383]    0.0    0.00    0.00   32102         std::_Head_base<0ul, Threefry*, false>::_M_head(std::_Head_base<0ul, Threefry*, false> const&) [383]
-----------------------------------------------
                0.00    0.00     816/31737       Organism::Organism(ExpManager*, int, int) [13]
                0.00    0.00    1024/31737       ExpManager::run_evolution(int) [7]
                0.00    0.00    8367/31737       ExpManager::do_mutation(int) [57]
                0.00    0.00   21530/31737       ExpManager::selection(int) [32]
[384]    0.0    0.00    0.00   31737         Threefry::gen(unsigned long, Threefry::Phase) [384]
                0.00    0.00   38613/38613       Threefry::Gen::Gen(Threefry*, unsigned long, Threefry::Phase) [377]
                0.00    0.00   31373/61004       Threefry::Gen::Gen(Threefry::Gen&&) [359]
                0.00    0.00   30032/65911       std::remove_reference<Threefry::Gen>::type&& std::move<Threefry::Gen>(Threefry::Gen&&) [357]
                0.00    0.00   29588/97789       Threefry::Gen::~Gen() [349]
-----------------------------------------------
                0.00    0.00   31722/31722       std::tuple_element<0ul, std::tuple<Threefry*, std::default_delete<Threefry> > >::type const& std::get<0ul, Threefry*, std::default_delete<Threefry> >(std::tuple<Threefry*, std::default_delete<Threefry> > const&) [387]
[385]    0.0    0.00    0.00   31722         Threefry* const& std::__get_helper<0ul, Threefry*, std::default_delete<Threefry> >(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [385]
                0.00    0.00   30852/30852       std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [388]
-----------------------------------------------
                0.00    0.00   31440/31440       std::unique_ptr<Threefry, std::default_delete<Threefry> >::get() const [381]
[386]    0.0    0.00    0.00   31440         std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_ptr() const [386]
                0.00    0.00   31348/31348       std::tuple_element<0ul, std::tuple<Threefry*, std::default_delete<Threefry> > >::type const& std::get<0ul, Threefry*, std::default_delete<Threefry> >(std::tuple<Threefry*, std::default_delete<Threefry> > const&) [387]
-----------------------------------------------
                0.00    0.00   31348/31348       std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_ptr() const [386]
[387]    0.0    0.00    0.00   31348         std::tuple_element<0ul, std::tuple<Threefry*, std::default_delete<Threefry> > >::type const& std::get<0ul, Threefry*, std::default_delete<Threefry> >(std::tuple<Threefry*, std::default_delete<Threefry> > const&) [387]
                0.00    0.00   31722/31722       Threefry* const& std::__get_helper<0ul, Threefry*, std::default_delete<Threefry> >(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [385]
-----------------------------------------------
                0.00    0.00   30852/30852       Threefry* const& std::__get_helper<0ul, Threefry*, std::default_delete<Threefry> >(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [385]
[388]    0.0    0.00    0.00   30852         std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<0ul, Threefry*, std::default_delete<Threefry> > const&) [388]
                0.00    0.00   32102/32102       std::_Head_base<0ul, Threefry*, false>::_M_head(std::_Head_base<0ul, Threefry*, false> const&) [383]
-----------------------------------------------
                0.00    0.00    6987/27948       RNA** std::fill_n<RNA**, unsigned long, RNA*>(RNA**, unsigned long, RNA* const&) [507]
                0.00    0.00   20961/27948       RNA** std::__copy_move_a2<true, RNA**, RNA**>(RNA**, RNA**, RNA**) [500]
[389]    0.0    0.00    0.00   27948         RNA** std::__niter_base<RNA**>(RNA**) [389]
-----------------------------------------------
                0.00    0.00    6976/27450       std::vector<Protein*, std::allocator<Protein*> >::~vector() [517]
                0.00    0.00    7327/27450       std::vector<Protein*, std::allocator<Protein*> >::_M_default_append(unsigned long) [634]
                0.00    0.00   13147/27450       std::vector<Protein*, std::allocator<Protein*> >::_M_erase_at_end(Protein**) [432]
[390]    0.0    0.00    0.00   27450         std::_Vector_base<Protein*, std::allocator<Protein*> >::_M_get_Tp_allocator() [390]
-----------------------------------------------
                0.00    0.00    6977/27112       std::vector<RNA*, std::allocator<RNA*> >::~vector() [144]
                0.00    0.00    6987/27112       std::vector<RNA*, std::allocator<RNA*> >::_M_default_append(unsigned long) [141]
                0.00    0.00   13148/27112       std::vector<RNA*, std::allocator<RNA*> >::_M_erase_at_end(RNA**) [430]
[391]    0.0    0.00    0.00   27112         void std::_Destroy<RNA**, RNA*>(RNA**, RNA**, std::allocator<RNA*>&) [391]
                0.00    0.00   27110/27110       void std::_Destroy<RNA**>(RNA**, RNA**) [392]
-----------------------------------------------
                0.00    0.00   27110/27110       void std::_Destroy<RNA**, RNA*>(RNA**, RNA**, std::allocator<RNA*>&) [391]
[392]    0.0    0.00    0.00   27110         void std::_Destroy<RNA**>(RNA**, RNA**) [392]
                0.00    0.00   27109/27109       void std::_Destroy_aux<true>::__destroy<RNA**>(RNA**, RNA**) [393]
-----------------------------------------------
                0.00    0.00   27109/27109       void std::_Destroy<RNA**>(RNA**, RNA**) [392]
[393]    0.0    0.00    0.00   27109         void std::_Destroy_aux<true>::__destroy<RNA**>(RNA**, RNA**) [393]
-----------------------------------------------
                0.00    0.00   26823/26823       bool __gnu_cxx::operator!=<Protein**, std::vector<Protein*, std::allocator<Protein*> > >(__gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > > const&, __gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > > const&) [427]
[394]    0.0    0.00    0.00   26823         __gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > >::base() const [394]
-----------------------------------------------
                0.00    0.00    2836/22961       std::vector<Protein*, std::allocator<Protein*> >::_M_default_append(unsigned long) [634]
                0.00    0.00    6976/22961       std::vector<Protein*, std::allocator<Protein*> >::~vector() [517]
                0.00    0.00   13149/22961       std::vector<Protein*, std::allocator<Protein*> >::_M_erase_at_end(Protein**) [432]
[395]    0.0    0.00    0.00   22961         void std::_Destroy<Protein**, Protein*>(Protein**, Protein**, std::allocator<Protein*>&) [395]
                0.00    0.00   22344/22344       void std::_Destroy<Protein**>(Protein**, Protein**) [398]
-----------------------------------------------
                0.00    0.00    2235/22924       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_get_insert_unique_pos(int const&) [655]
                0.00    0.00    2256/22924       std::_Rb_tree_const_iterator<std::pair<int const, Protein*> >::_M_const_cast() const [663]
                0.00    0.00    2270/22924       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::begin() [652]
                0.00    0.00    2388/22924       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, Protein*> >*) [217]
                0.00    0.00    4528/22924       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, Protein*> >*, std::_Rb_tree_node_base*, int const&) [212]
                0.00    0.00    9247/22924       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::end() [468]
[396]    0.0    0.00    0.00   22924         std::_Rb_tree_iterator<std::pair<int const, Protein*> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [396]
-----------------------------------------------
                0.00    0.00   22586/22586       void std::_Destroy<Protein**>(Protein**, Protein**) [398]
[397]    0.0    0.00    0.00   22586         void std::_Destroy_aux<true>::__destroy<Protein**>(Protein**, Protein**) [397]
-----------------------------------------------
                0.00    0.00   22344/22344       void std::_Destroy<Protein**, Protein*>(Protein**, Protein**, std::allocator<Protein*>&) [395]
[398]    0.0    0.00    0.00   22344         void std::_Destroy<Protein**>(Protein**, Protein**) [398]
                0.00    0.00   22586/22586       void std::_Destroy_aux<true>::__destroy<Protein**>(Protein**, Protein**) [397]
-----------------------------------------------
                0.00    0.00   10329/22297       std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::end() [435]
                0.00    0.00   11968/22297       std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::begin() [453]
[399]    0.0    0.00    0.00   22297         std::_List_iterator<MutationEvent*>::_List_iterator(std::__detail::_List_node_base*) [399]
-----------------------------------------------
                0.00    0.00    6987/20961       __gnu_cxx::new_allocator<RNA*>::allocate(unsigned long, void const*) [491]
                0.00    0.00   13974/20961       std::allocator_traits<std::allocator<RNA*> >::max_size(std::allocator<RNA*> const&) [417]
[400]    0.0    0.00    0.00   20961         __gnu_cxx::new_allocator<RNA*>::max_size() const [400]
-----------------------------------------------
                0.00    0.00     625/20717       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_inc_size(unsigned long) [749]
                0.00    0.00   20092/20717       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_set_size(unsigned long) [403]
[401]    0.0    0.00    0.00   20717         std::_List_node<unsigned long>::_M_valptr() [401]
                0.00    0.00   18778/18778       __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() [407]
-----------------------------------------------
                              255598             std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) [402]
                0.00    0.00    6976/20123       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree() [542]
                0.00    0.00   13147/20123       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::clear() [433]
[402]    0.0    0.00    0.00   20123+255598  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) [402]
                0.00    0.00  255598/3176169     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_right(std::_Rb_tree_node_base*) [232]
                0.00    0.00  255598/288401      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_left(std::_Rb_tree_node_base*) [262]
                0.00    0.00  255598/255598      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_drop_node(std::_Rb_tree_node<int>*) [281]
                              255598             std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) [402]
-----------------------------------------------
                0.00    0.00   19633/19633       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_init() [406]
[403]    0.0    0.00    0.00   19633         std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_set_size(unsigned long) [403]
                0.00    0.00   20092/20717       std::_List_node<unsigned long>::_M_valptr() [401]
-----------------------------------------------
                0.00    0.00   19369/19369       __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() [407]
[404]    0.0    0.00    0.00   19369         __gnu_cxx::__aligned_membuf<unsigned long>::_M_addr() [404]
-----------------------------------------------
                0.00    0.00    9154/19337       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::~_List_base() [440]
                0.00    0.00   10183/19337       std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::clear() [460]
[405]    0.0    0.00    0.00   19337         std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_clear() [405]
                0.00    0.00     479/1003        std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_get_Node_allocator() [729]
                0.00    0.00     468/1307        std::_List_node<MutationEvent*>::_M_valptr() [726]
                0.00    0.00     452/452         void std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::destroy<MutationEvent*>(std::allocator<std::_List_node<MutationEvent*> >&, MutationEvent**) [753]
                0.00    0.00     417/417         std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_put_node(std::_List_node<MutationEvent*>*) [762]
-----------------------------------------------
                0.00    0.00    9413/19320       std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::clear() [460]
                0.00    0.00    9907/19320       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_List_base() [116]
[406]    0.0    0.00    0.00   19320         std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_init() [406]
                0.00    0.00   19633/19633       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_set_size(unsigned long) [403]
-----------------------------------------------
                0.00    0.00   18778/18778       std::_List_node<unsigned long>::_M_valptr() [401]
[407]    0.0    0.00    0.00   18778         __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() [407]
                0.00    0.00   19369/19369       __gnu_cxx::__aligned_membuf<unsigned long>::_M_addr() [404]
-----------------------------------------------
                0.00    0.00   17732/17732       ExpManager::compute_RNA(int) [83]
[408]    0.0    0.00    0.00   17732         std::_Rb_tree_const_iterator<int>::operator*() const [408]
                0.00    0.00   17732/3480670     std::_Rb_tree_node<int>::_M_valptr() const [229]
-----------------------------------------------
                0.00    0.00     816/17645       std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, int&, int>(ExpManager*&&, int&, int&&) [20]
                0.00    0.00     816/17645       std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [21]
                0.00    0.00     816/17645       std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [15]
                0.00    0.00     816/17645       std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [16]
                0.00    0.00     816/17645       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [17]
                0.00    0.00     816/17645       std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, int&, int>(std::allocator<Organism>, ExpManager*&&, int&, int&&) [19]
                0.00    0.00     816/17645       void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, int&, int>(std::allocator<Organism>&, Organism*, ExpManager*&&, int&, int&&) [18]
                0.00    0.00     816/17645       void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, int&, int>(Organism*, ExpManager*&&, int&, int&&) [14]
                0.00    0.00    1336/17645       void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(Organism*, ExpManager*&&, std::shared_ptr<Organism>&) [52]
                0.00    0.00    1342/17645       void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>&, Organism*, ExpManager*&&, std::shared_ptr<Organism>&) [51]
                0.00    0.00    1365/17645       std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>, ExpManager*&&, std::shared_ptr<Organism>&) [50]
                0.00    0.00    1380/17645       std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [47]
                0.00    0.00    1382/17645       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [49]
                0.00    0.00    1395/17645       std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [46]
                0.00    0.00    1451/17645       std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [48]
                0.00    0.00    1466/17645       std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, std::shared_ptr<Organism>&>(ExpManager*&&, std::shared_ptr<Organism>&) [45]
[409]    0.0    0.00    0.00   17645         ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [409]
-----------------------------------------------
                0.00    0.00   17642/17642       ExpManager::compute_protein(int) [161]
[410]    0.0    0.00    0.00   17642         std::vector<int, std::allocator<int> >::operator[](unsigned long) [410]
-----------------------------------------------
                0.00    0.00    2309/17255       std::vector<Protein*, std::allocator<Protein*> >::_M_default_append(unsigned long) [634]
                0.00    0.00    5725/17255       std::vector<Protein*, std::allocator<Protein*> >::resize(unsigned long) [600]
                0.00    0.00    9221/17255       std::vector<Protein*, std::allocator<Protein*> >::_M_check_len(unsigned long, char const*) const [642]
[411]    0.0    0.00    0.00   17255         std::vector<Protein*, std::allocator<Protein*> >::size() const [411]
-----------------------------------------------
                              111478             std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Promoter*> >*) [412]
                0.00    0.00    6976/14362       std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::~_Rb_tree() [540]
                0.00    0.00    7386/14362       std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::clear() [489]
[412]    0.0    0.00    0.00   14362+111478  std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Promoter*> >*) [412]
                0.00    0.00  111482/1325256     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_S_left(std::_Rb_tree_node_base*) [239]
                0.00    0.00  111481/1959820     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_S_right(std::_Rb_tree_node_base*) [234]
                0.00    0.00  111476/119910      std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, Promoter*> >*) [306]
                              111478             std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Promoter*> >*) [412]
-----------------------------------------------
                0.00    0.00   13974/13974       std::vector<RNA*, std::allocator<RNA*> >::max_size() const [415]
[413]    0.0    0.00    0.00   13974         std::_Vector_base<RNA*, std::allocator<RNA*> >::_M_get_Tp_allocator() const [413]
-----------------------------------------------
                0.00    0.00   13974/13974       decltype (__miter_base(({parm#1}.base)())) std::__miter_base<RNA**>(std::move_iterator<RNA**>) [418]
